              instance      n    k       time        ttb  cons_bal   cons_cmp     bal       cmp   repl   feas        seed
  del-n10000-k50-s4699  10000   50  1800.0398     2.0398    3.7129   299.4162  0.0000  272.0808   1582   1432  1546616381
  del-n10000-k50-s4699  10000   50  1800.0003   170.2812    4.5719   291.6580  0.0000  270.2236   1559   1405  2922838097
  del-n10000-k50-s4699  10000   50  1800.0002  1052.9480    3.8211   315.9424  0.0000  266.6196   1560   1395   235853445
  del-n10000-k50-s4699  10000   50  1800.1098   425.7886    2.6786   334.7946  0.0000  264.6957   1586   1405  3693472623
  del-n10000-k50-s4699  10000   50  1800.0001  1047.3928    4.1825   301.8312  0.0000  244.7058   1545   1377   351052760
  del-n10000-k50-s4699  10000   50  1800.0504  1106.4926    2.4853   328.2065  0.0000  261.6963   1550   1402  3376791525
  del-n10000-k50-s4699  10000   50  1800.1516  1408.3002    5.6974   345.8056  0.0000  270.6863   1539   1362  2863713026
  del-n10000-k50-s4699  10000   50  1800.0001   293.6595    5.6757   293.3009  0.0000  274.6042   1557   1379  2542350369
  del-n2500-k12-s12455   2500   12  1800.0003  1721.7040    0.9000   470.4974  0.0000  402.6823   5330   5309  2048304269
  del-n2500-k12-s12455   2500   12  1800.0001  1171.1421    0.6060   524.2484  0.0000  401.7499   5261   5247  1002923644
  del-n2500-k12-s12455   2500   12  1800.0002   577.3791    0.8526   511.4770  0.0000  395.6060   5340   5324  4158334191
  del-n2500-k12-s12455   2500   12  1800.0002   780.8596    0.1395   513.3532  0.0000  399.2520   5240   5222  1031534849
  del-n2500-k12-s12455   2500   12  1800.0004  1742.2025    2.0179   451.9711  0.0000  397.1417   5304   5287  1422884538
  del-n2500-k12-s12455   2500   12  1800.0004   881.9674    0.4277   507.6370  0.0000  394.4947   5277   5250  2390816637
  del-n2500-k12-s12455   2500   12  1800.0003   111.5562    0.1700   469.9306  0.0000  396.3353   5283   5257   839597764
  del-n2500-k12-s12455   2500   12  1800.0005   219.7195    0.8754   490.5593  0.0000  398.2267   5329   5309  1388833289
  del-n2500-k12-s12455   2500   12  1800.0002  1072.3053    0.4125   448.4646  0.0000  393.6091   5217   5194  2976709074
  del-n2500-k12-s12455   2500   12  1800.0002  1196.8385    0.2024   710.6952  0.0000  398.1117   5341   5321   784839071
  del-n2500-k25-s15827   2500   25  1800.0002  1625.3093    2.0443   393.4858  0.0000  305.8739   5282   4399  1149369568
  del-n2500-k25-s15827   2500   25  1800.0004   184.7867    0.7221   404.8671  0.0000  300.5485   5324   4424  3556732164
