instance    n   k       time        ttb  cons_bal  cons_cmp     bal       cmp    repl    feas        seed
DT500-07  500  10  1800.0019    24.4409    2.7461  261.7983  0.0000  193.3789  147605  147602  3617345616
DT500-07  500  10  1800.0020    13.0204    3.1472  262.2257  0.0000  193.3789  147652  147650  2687045567
DT500-07  500  10  1800.0019     6.1100    1.0470  265.2385  0.0000  193.3789  148375  148371  1880121872
DT500-07  500  10  1800.0019    20.7802    3.9591  248.4631  0.0000  193.3789  147690  147686   955377101
DT500-07  500  10  1800.0037    32.9470    1.0004  216.4351  0.0000  193.3789  148731  148731  3072231167
DT500-07  500  10  1800.0030    49.8673    2.3425  286.0165  0.0000  193.3789  148567  148564  4070012301
DT500-07  500  10  1800.0020     8.7901    1.2013  253.4420  0.0000  193.3789  147797  147794  1314506878
DT500-07  500  10  1800.0017     2.6100    1.6601  251.5784  0.0000  193.3789  148481  148479  3221195973
DT500-07  500  10  1800.0020    48.9142    3.0655  406.5420  0.0000  193.3789  148234  148231  2870995932
DT500-07  500  10  1800.0030     1.9121    3.3785  274.4988  0.0000  193.3789  148321  148321  3079221265
DT500-08  500  10  1800.0013     6.4194    0.8619  373.8357  0.0000  194.5730  107893  107892  3924244382
DT500-08  500  10  1800.0013    56.8713    3.7973  262.4706  0.0000  194.5730  107197  107195  2969351346
DT500-08  500  10  1800.0014     3.5982    3.3112  221.7363  0.0000  194.5730  107908  107905   497945942
DT500-08  500  10  1800.0017     9.2672    5.3956  278.6553  0.0000  194.5730  107618  107616  4277680486
DT500-08  500  10  1800.0021    38.1421    2.1953  236.3789  0.0000  194.5730  108056  108054  2803735457
DT500-08  500  10  1800.0013     4.4788    2.0401  319.1203  0.0000  194.5730  107739  107737  3739912139
DT500-08  500  10  1800.0014    11.2255    5.2826  302.9074  0.0000  194.5730  107843  107843  2639370008
DT500-08  500  10  1800.0026    25.6060    3.6759  322.0561  0.0000  194.5730  107838  107836   686194771
DT500-08  500  10  1800.0013    17.4061    4.3931  256.7904  0.0000  194.5730  108213  108212  2591148090
DT500-08  500  10  1800.0013    14.2943    4.8326  371.3683  0.0000  194.5730  107745  107744  2026346149
DT500-09  500  10  1800.0013     0.4931    2.0837  226.7608  0.0000  193.2010   97499   97492  1085232327
