              instance      n    k       time        ttb  cons_bal   cons_cmp  bal       cmp   repl   feas        seed
  del-n2500-k12-s57389   2500   12  1800.0005  1775.9491    0.4747   579.0736    0  377.2125  10466  10227  3434363156
  del-n2500-k12-s57389   2500   12  1800.0154   127.3468    3.4248   800.3097    0  377.8107  10258  10014  3850230154
  del-n2500-k12-s57389   2500   12  1800.0005  1751.6227    3.5629   842.6873    0  377.0175  10373  10111  2242379524
  del-n2500-k12-s57389   2500   12  1800.0002   270.1021     0.802   502.6122    0  377.7099  10275  10040  1156600921
  del-n2500-k12-s57389   2500   12  1800.0004   119.5673    2.9424   576.6149    0  376.3724  10271  10041   223938159
  del-n2500-k12-s57389   2500   12  1800.0004  1336.4409    1.8817   509.1469    0  376.3724  10301  10072  1336545144
  del-n2500-k12-s57389   2500   12  1800.0005  1441.2001    0.8179   508.1907    0  376.8745  10343  10112  3180698280
  del-n2500-k12-s57389   2500   12  1800.0011  1684.8306    1.1109   573.2485    0  377.4113  10245  10002  3802357707
  del-n2500-k25-s15827   2500   25  1800.0006    31.2943    3.2225   509.9899    0  259.4625  13943  12142  3462987367
  del-n2500-k25-s15827   2500   25  1800.0006  1799.1483      2.35   472.2547    0  260.5189  13682  11875  4222177474
  del-n2500-k25-s15827   2500   25  1800.0005    157.534    5.9264   508.8091    0  261.2362  13689  11882  3665818790
  del-n2500-k25-s15827   2500   25  1800.0006  1040.9278    2.5258   423.7403    0  260.8259  13392  11606  3857498011
  del-n2500-k25-s15827   2500   25  1800.0006  1295.9416    5.0569   434.9434    0  261.0703  13516  11654  3299770691
  del-n2500-k25-s15827   2500   25   1800.013  1658.5307     1.309   470.6727    0  260.3402  13718  11964   750703066
  del-n2500-k25-s15827   2500   25  1800.0007   214.3523     2.701   445.8086    0  260.7889  13733  11918  1674739474
  del-n2500-k25-s15827   2500   25  1800.0006  1446.1402    3.3401    799.872    0  260.2817  13848  12041  3382720364
  del-n2500-k25-s15827   2500   25  1800.0006   674.0696    2.4385   478.6807    0  260.0296  14074  12257  3209952841
  del-n2500-k25-s15827   2500   25  1800.0004   266.9004     2.386   418.0691    0  256.9923  13696  11927  3972865143
  del-n2500-k25-s25485   2500   25  1800.0004  1218.9859    2.2304   556.1223    0  254.1557   8914   6800  4098547054
  del-n2500-k25-s25485   2500   25  1800.0124   225.5317    2.7204   530.9135    0   252.863   8954   6787    97432811
  del-n2500-k25-s25485   2500   25  1800.0036  1183.2511    1.0157   434.3153    0  254.8649   9009   6912  3604370018
  del-n2500-k25-s25485   2500   25  1800.0005  1616.2112    2.4168    623.592    0   255.727   8930   6745  3799912295
  del-n2500-k25-s25485   2500   25  1800.0006   712.9293    2.4233   404.1589    0  253.1131   8925   6764  1339748599
  del-n2500-k25-s25485   2500   25  1800.0005    52.4493    4.1655   490.2118    0  255.4154   9092   6936  2715257057
  del-n2500-k25-s25485   2500   25  1800.0004  1358.3356    3.1001   510.5046    0  252.8676   9008   6852  1924598253
  del-n2500-k25-s25485   2500   25  1800.0002   268.0674    1.4709   691.3815    0  255.2622   8917   6736  2946383855
  del-n2500-k25-s25485   2500   25  1800.0005   876.5733    3.0729   599.2104    0  255.1605   8766   6563   785274529
  del-n2500-k25-s25485   2500   25  1800.0002    501.987    2.6248   672.1805    0  252.9022   8698   6608  4032416281
  del-n2500-k25-s36465   2500   25  1800.0002   970.0639     2.191    468.665    0  256.3772   9254   6426  3463912041
  del-n2500-k25-s36465   2500   25  1800.0006    992.401    6.0114   451.3961    0  262.2277   9200   6363  1551136927
  del-n2500-k25-s36465   2500   25  1800.0006  1104.8445    3.1739   595.4076    0   253.633   9247   6479  1014811290
  del-n2500-k25-s36465   2500   25  1800.0002    563.905    3.9142   522.3654    0  262.2519   9072   6212  2024884445
  del-n2500-k25-s36465   2500   25  1800.0005   238.1192    2.7361   417.1847    0  262.1187   9153   6377   494123217
  del-n2500-k25-s36465   2500   25  1800.0006  1588.1662    5.0433   414.1249    0  257.2791   9153   6322  3544481348
  del-n2500-k25-s36465   2500   25  1800.0006   151.2655     4.709   461.5292    0  262.4309   8873   6027  1793522674
  del-n2500-k25-s36465   2500   25  1800.0003    94.7939    2.2962   471.2575    0  261.1605   8949   6163   936962888
  del-n2500-k25-s36465   2500   25  1800.0002   446.3397    2.2746   420.0642    0    254.64   9016   6104  2937893886
  del-n2500-k25-s36465   2500   25  1800.0009  1554.9274    4.7703   648.2262    0  258.5877   9192   6260   514668241
  del-n2500-k25-s42468   2500   25  1800.0158   195.3325    1.0358   483.0132    0  256.3388   8933   6523   711190660
  del-n2500-k25-s42468   2500   25  1800.0005   404.9043    2.6764   819.9672    0  257.6271   8995   6575  1416438894
  del-n2500-k25-s42468   2500   25  1800.0056   989.7739    6.6783   427.6631    0  257.9895   8760   6419  1787965396
  del-n2500-k25-s42468   2500   25  1800.0002     49.054    1.8343   423.2259    0   257.377   8926   6556   733431557
  del-n2500-k25-s42468   2500   25  1800.0004   665.6812    1.0192   456.0143    0  256.2125   8867   6486  3163089003
  del-n2500-k25-s42468   2500   25  1800.0006    841.613    4.3634   502.5574    0  256.7757   8931   6530  2341172360
  del-n2500-k25-s42468   2500   25  1800.0005  1449.3999    3.2576   407.0432    0  255.4962   8800   6408  3752254811
  del-n2500-k25-s42468   2500   25  1800.0005    79.3851    3.2664   614.8246    0  257.9895   9009   6596  3286014391
  del-n2500-k25-s42468   2500   25  1800.0005  1165.9718    4.2955   636.9073    0  256.2063   8851   6444  3699932762
  del-n2500-k25-s42468   2500   25  1800.0006   152.2233    3.3826    515.273    0  257.4335   9038   6684  1500514562
  del-n2500-k40-s25162   2500   40  1800.0005  1215.5105    6.1829   458.2954    0  284.7537   4762     37  1154634806
  del-n2500-k40-s25162   2500   40  1800.0006   696.3772    9.6228   524.0541    0   291.752   4840     49   662474427
  del-n2500-k40-s25162   2500   40  1800.0004  1373.1078     7.038   350.7676    0  251.7659   4769     45  2443028827
  del-n2500-k40-s25162   2500   40  1800.0103   245.9519   12.8983   393.9695    0  289.9575   4710     51  3735558828
  del-n2500-k40-s25162   2500   40  1800.0005   907.9874    9.8189   532.9195    0  316.5164   4800     53  1450298407
  del-n2500-k40-s25162   2500   40  1800.0005  1626.7939    7.1096   524.0541    0  238.8737   4751     45  3467533538
  del-n2500-k40-s25162   2500   40  1800.0005   307.4108    6.8895   741.2569    0  295.0062   4736     48  3625117071
  del-n2500-k40-s25162   2500   40  1800.0006   940.7775     6.046   515.8554    0  268.8315   4751     34  1348254791
  del-n2500-k40-s25162   2500   40  1800.0008   135.5953    8.0122   345.0509    0  292.4454   4774     41  2902461986
  del-n2500-k40-s25162   2500   40  1800.0005    1449.21    7.0043   521.1347    0  265.6859   4756     48  2877302497
  del-n2500-k40-s32424   2500   40  1800.0005   875.2506    5.5552   386.3479    0  211.0443   6981   1692  1564058816
  del-n2500-k40-s32424   2500   40  1800.0012  1064.5643    2.9978   542.9978    0  206.3549   7001   1678  2406260709
  del-n2500-k40-s32424   2500   40  1800.0005  1589.3051    5.3567   350.8081    0   213.548   6988   1662  2544929929
  del-n2500-k40-s32424   2500   40  1800.0005   389.8915    4.7151   584.6534    0  211.2767   6999   1611   765475514
  del-n2500-k40-s32424   2500   40  1800.0006  1339.9479     7.312   439.4103    0  217.4469   7058   1733  4254697958
  del-n2500-k40-s32424   2500   40  1800.0005  1426.5838    7.3733   522.7961    0  212.1548   7072   1710  2672840682
  del-n2500-k40-s32424   2500   40  1800.0005   884.8326    4.1623   388.7224    0  209.6181   7080   1733  2398229014
  del-n2500-k40-s32424   2500   40  1800.0006  1519.7234     9.771   383.4122    0  212.5472   7038   1713  4253436062
  del-n2500-k40-s32424   2500   40  1800.0006   263.9877    6.6144   568.4844    0  215.9947   7002   1627  2087846767
  del-n2500-k40-s32424   2500   40  1800.0005   876.0324    6.3707   732.4222    0  208.5948   7036   1719  3239799655
  del-n2500-k40-s37470   2500   40  1800.0005   259.6189    8.1895    530.474    0  218.8006   5727    823  3224712191
  del-n2500-k40-s37470   2500   40  1800.0005  1176.9517   12.3708   407.6252    0  223.6821   5793    822  1876617362
  del-n2500-k40-s37470   2500   40  1800.0005    36.4553    9.2391   473.0248    0  215.0723   5822    864   512240890
  del-n2500-k40-s37470   2500   40  1800.0006   623.5273   10.0106   476.9404    0  226.9541   5819    853  4133862848
  del-n2500-k40-s37470   2500   40  1800.0006   476.8603    5.4938   432.0694    0  224.7727   5786    846  3434401445
  del-n2500-k40-s37470   2500   40  1800.0006   730.5454    7.1464   550.9961    0  222.4534   5801    874  1710307169
  del-n2500-k40-s37470   2500   40  1800.0006     9.7588    9.3481   579.4705    0  228.4753   5853    839  3267373205
  del-n2500-k40-s37470   2500   40  1800.0005  1490.8967   14.5026   377.1197    0  217.6608   5884    901  2908305370
  del-n2500-k40-s37470   2500   40  1800.0006    16.7192   11.2476   429.5531    0   220.958   5802    854  2935630531
  del-n2500-k40-s37470   2500   40  1800.0002   384.0519   11.5286   429.0671    0  220.3085   5848    945  2054133691
  del-n2500-k40-s43853   2500   40  1800.0006  1317.2133    9.8589   395.2722    0  206.8328   7576   2875    81972740
  del-n2500-k40-s43853   2500   40  1800.0131  1128.5227    3.7901   407.4183    0  214.0381   7599   2843   912477385
